Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Camp Name,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Protection Event Context,Victim of Violence,Survivor or Victim Sex,Survivor or Victim Minor,Number of Attacks on Camps Reporting Destruction,Number of Attacks on Camps Reporting Damaged,Camp Resident Killed,Camp Resident Injured,Camp Residents Kidnapped,Camp Residents Arrested,Camp Residents Targeted with CRSV,Service Provider Killed,Service Provider Kidnapped,Service Provider Arrested,Service Provider Targeted with CRSV,SiND ID
2024-12-22,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Artillery,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,8,8,0,0,0,0,0,0,0,96792
2024-12-22,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,NSA,Rapid Support Forces,Artillery,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,1,1,0,0,0,0,0,0,0,96791
2024-12-19,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,1,0,0,0,0,0,0,0,0,0,88167
2024-12-18,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,1,1,0,0,0,0,0,0,0,96755
2024-12-17,,Sudan,SDN,South Darfur State,12,24.8,(2) 25 km Precision ,Temporary/Makeshift Site,Host Government: Military,Sudanese Armed Forces,Aerial Bomb: Plane,Airstrike/Shelling,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,1,0,0,0,0,0,0,0,0,0,96751
2024-12-17,,Sudan,SDN,South Darfur State,12,24.8,(2) 25 km Precision ,Temporary/Makeshift Site,Host Government: Military,Sudanese Armed Forces,Aerial Bomb: Plane,Airstrike/Shelling,"Camp Resident, Camp Resident Child",No Information,Minor,0,0,0,0,0,0,0,0,0,0,0,87871
2024-12-14,,Sudan,SDN,North Darfur State,13.6,25.3,"(3) District, Communicipality or Commune ",None,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,Camp Resident,No Information,Multiple,0,1,7,11,0,0,0,0,0,0,0,87942
2024-12-12,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,Multiple,"Militia, Rapid Support Forces",Artillery,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,0,1,0,0,0,0,0,0,0,88204
2024-12-12,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Unnamed Camp,NSA,Rapid Support Forces,Firearms,Targetted Attack on Camp,Camp Resident,No Information,Adult,0,1,0,1,0,0,0,0,0,0,0,88192
2024-12-11,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,NSA,Rapid Support Forces,Artillery,Airstrike/Shelling,Camp Resident,No Information,Multiple,0,1,15,64,0,0,0,0,0,0,0,87941
2024-12-10,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,NSA,Rapid Support Forces,Artillery,Airstrike/Shelling,Camp Resident,No Information,Multiple,0,1,9,1,0,0,0,0,0,0,0,87940
2024-12-08,,Sudan,SDN,North Darfur State,13.9,23.7,"(3) District, Communicipality or Commune ",Unnamed Camp,Host Government: Military,Sudanese Armed Forces,Aerial Bomb: Plane,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,27,0,0,0,0,0,0,0,0,88188
2024-12-06,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,1,0,0,0,0,0,0,0,0,0,88166
2024-12-05,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Artillery,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,1,0,0,0,0,0,0,0,0,88203
2024-12-04,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,Camp Resident,No Information,Multiple,0,1,8,1,0,0,0,0,0,0,0,88163
2024-12-03,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,NSA,Rapid Support Forces,Artillery,Airstrike/Shelling,Camp Resident,No Information,Multiple,0,1,1,1,0,0,0,0,0,0,0,88165
2024-12-02,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,Multiple,"Militia, Rapid Support Forces",Artillery,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,1,1,0,0,0,0,0,0,0,88201
2024-12-02,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,NSA,Rapid Support Forces,Artillery,Airstrike/Shelling,Camp Resident,Multiple,Multiple,0,1,8,13,0,0,0,0,0,0,0,87939
2024-12-01,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,Multiple,"Militia, Rapid Support Forces",Shelling,Airstrike/Shelling,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,1,0,0,0,0,0,0,0,0,0,88196
2024-12-01,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,0,0,0,0,0,0,0,0,0,0,87016
2024-12-01,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,0,0,0,0,0,0,0,0,0,0,87014
2024-12-01,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,NSA,Rapid Support Forces,Artillery,Airstrike/Shelling,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,1,0,0,0,0,0,0,0,0,0,88157
2024-11-29,,Sudan,SDN,South Darfur State,12,25,(2) 25 km Precision ,Kalma Refugee Camp,NSA,Rapid Support Forces,Aerial Bomb: Drone,Airstrike/Shelling,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,0,0,0,0,0,0,0,0,0,0,86808
2024-11-25,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,Camp Resident,No Information,Adult,0,0,7,1,0,0,0,0,0,0,0,88426
2024-11-23,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,Multiple,"Armed group, Rapid Support Forces","Artillery, Firearms",Airstrike/Shelling,Aid Worker,No Information,Multiple,0,0,0,0,0,0,0,0,0,0,0,87012
2024-11-23,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Artillery,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,8,8,0,0,0,0,0,0,0,88413
2024-11-22,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,0,6,0,0,0,0,0,0,0,88412
2024-11-14,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,Camp Resident,No Information,Adult,0,0,1,0,0,0,0,0,0,0,0,88409
2024-11-11,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,Camp Resident,No Information,Adult,0,0,1,0,0,0,0,0,0,0,0,88408
2024-11-09,,Sudan,SDN,North Darfur State,13.6,25.3,"(3) District, Communicipality or Commune ",None,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,Camp Resident,No Information,Adult,0,0,3,5,0,0,0,0,0,0,0,88384
2024-11-09,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,Camp Resident,No Information,Multiple,0,0,2,6,0,0,0,0,0,0,0,88406
2024-11-05,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,Multiple,"Armed group, Rapid Support Forces","Not Applicable: No Direct Violence, Shelling",Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,0,2,0,0,0,0,0,0,0,88383
2024-11-04,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,Camp Resident,No Information,Adult,0,0,0,1,0,0,0,0,0,0,0,88375
2024-11-01,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,Camp Resident,,Adult,0,0,2,5,0,0,0,0,0,0,0,87842
2024-11-01,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,2,5,0,0,0,0,0,0,0,88373
2024-10-26,,Sudan,SDN,Khartoum State,15.6,32.4,"(3) District, Communicipality or Commune ",Unnamed Camp,NSA,Rapid Support Forces,Artillery,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,1,1,0,0,0,0,0,0,0,86297
2024-10-24,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Aerial Bomb: Plane,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,3,1,0,0,0,0,0,0,0,86295
2024-10-20,,Sudan,SDN,Central Darfur State,12.9,23.4,(2) 25 km Precision ,Hasahisa Camp,No Information,"Unidentified, no further information available",Firearms,Looting,Camp Resident,No Information,Adult,0,0,0,0,0,0,0,0,0,0,0,86294
2024-10-13,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,0,1,0,0,0,0,0,0,0,86293
2024-10-13,,Sudan,SDN,South Darfur State,12,25,(2) 25 km Precision ,Kalma Refugee Camp,NSA,Armed group,Firearms,Aid Obstructed,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,0,0,0,0,0,0,0,0,0,0,86292
2024-10-08,,Sudan,SDN,Central Darfur State,12.9,23.4,(2) 25 km Precision ,Hamidiya Camp,NSA,Rapid Support Forces,Firearms,Camp Resident Attacked/Killed,Camp Resident,No Information,Adult,0,0,2,0,0,0,0,0,0,0,0,86291
2024-10-07,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Artillery,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,10,8,0,0,0,0,0,0,0,86289
2024-10-06,,Sudan,SDN,North Darfur State,14.2,24.6,(2) 25 km Precision ,Kassab Camp,NSA,Rapid Support Forces,Firearms,Camp Resident Arrested,Camp Resident,No Information,Adult,0,0,0,0,0,1,0,0,0,0,0,86155
2024-10-06,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,1,1,0,0,0,0,0,0,0,86290
2024-10-02,,Sudan,SDN,North Darfur State,14.2,24.6,(2) 25 km Precision ,Kassab Camp,NSA,Rapid Support Forces,Firearms,Camp Resident Arrested,Camp Resident,Male,Adult,0,0,0,0,0,1,0,0,0,0,0,86153
2024-09-27,,Sudan,SDN,South Darfur State,12,25,(2) 25 km Precision ,Kalma Refugee Camp,NSA,Armed group,Firearms,Camp Resident Kidnapped,Camp Resident,Male,Minor,0,0,0,0,1,0,0,0,0,0,0,86101
2024-09-26,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Temporary/Makeshift Site,NSA,Rapid Support Forces,Artillery,Airstrike/Shelling,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,0,0,0,0,0,0,0,0,0,0,86100
2024-09-21,,Sudan,SDN,Khartoum State,15.6,32.4,(2) 25 km Precision ,Temporary/Makeshift Site,NSA,Rapid Support Forces,Artillery,Airstrike/Shelling,Camp Resident,No Information,Minor,0,0,0,0,0,0,0,0,0,0,0,86087
2024-09-16,,Sudan,SDN,North Darfur State,13.3,25.2,(2) 25 km Precision ,Unnamed Camp,NSA,Rapid Support Forces,Firearms,Aid Obstructed,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,0,0,0,0,0,0,0,0,0,0,91823
2024-09-10,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,NSA,Rapid Support Forces,Firearms,Targetted Attack on Camp,Camp Resident,No Information,Adult,0,0,0,0,0,1,0,0,0,0,0,84972
2024-09-06,,Sudan,SDN,Central Darfur State,11.9,23.1,(2) 25 km Precision ,Mukjar Camp,NSA,Rapid Support Forces,Firearms,Camp Resident Attacked/Killed,Camp Resident,No Information,Adult,0,0,1,0,0,0,0,0,0,0,0,84836
2024-09-04,,Sudan,SDN,Khartoum State,15.5,32.5,"(3) District, Communicipality or Commune ",None,NSA,Rapid Support Forces,Firearms,None,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,0,0,0,0,0,0,0,0,0,0,82237
2024-09-01,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Aerial Bomb: Plane,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,1,1,0,0,0,0,0,0,0,84835
2024-09-01,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,NSA,Rapid Support Forces,Firearms,Aid Obstructed,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,0,0,0,0,0,0,0,0,0,0,86104
2024-08-31,,Sudan,SDN,Central Darfur State,12.8,23.5,(2) 25 km Precision ,Khamsa Digaig Camp,Host Government: Military,Sudanese Armed Forces,Aerial Bomb: Plane,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,5,1,0,0,0,0,0,0,0,84834
2024-08-26,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Aerial Bomb: Plane,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,25,40,0,0,0,0,0,0,0,78310
2024-08-26,,Sudan,SDN,Khartoum State,15.6,32.4,(2) 25 km Precision ,None,NSA,Rapid Support Forces,Aerial Bomb: Plane,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,1,1,0,0,0,0,0,0,0,78046
2024-08-23,,Sudan,SDN,East Darfur State,11.2,26.5,(2) 25 km Precision ,None,NSA,Armed men,Firearms,Targetted Attack on Camp,Camp Resident,Female,Adult,0,0,0,0,0,0,0,0,0,0,0,78013
2024-08-22,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,NSA,Armed group,Unspecified Explosive,Targetted Attack on Camp,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,1,0,0,0,0,0,0,0,0,0,84120
2024-08-22,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,No Information,"Unidentified, no further information available",Unspecified Explosive,Targetted Attack on Camp,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,1,0,0,0,0,0,0,0,0,0,84776
2024-08-17,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Firearms,Aid Obstructed,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,0,0,0,0,0,0,0,0,0,0,76990
2024-08-12,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Aerial Bomb: Plane,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,0,8,0,0,0,0,0,0,0,77980
2024-08-10,,Sudan,SDN,Khartoum State,15.6,32.4,"(3) District, Communicipality or Commune ",Temporary/Makeshift Site,NSA,Rapid Support Forces,Aerial Bomb: Drone,Airstrike/Shelling,Camp Resident,Male,Adult,0,0,0,0,0,0,0,0,0,0,0,75769
2024-08-04,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,Host Government: Military,Sudanese Armed Forces,Aerial Bomb: Plane,Airstrike/Shelling,Camp Resident,No Information,Minor,0,1,0,4,0,0,0,0,0,0,0,84422
2024-08-02,,Sudan,SDN,North Darfur State,14.1,25.9,(2) 25 km Precision ,Abuja Ghareb Camp,Host Government: Military,Sudanese Armed Forces,Aerial Bomb: Plane,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,13,1,0,0,0,0,0,0,0,76957
2024-08-01,,Sudan,SDN,North Darfur State,14.1,25.9,(2) 25 km Precision ,Abuja Shareg Camp,NSA,Rapid Support Forces,Aerial Bomb: Plane,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,7,0,0,0,0,0,0,0,0,76891
2024-08-01,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,None,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,Camp Resident,No Information,Multiple,0,0,0,0,0,0,0,0,0,0,0,68115
2024-07-30,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,Host Government: Military,Sudanese Armed Forces,Artillery,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,0,3,0,0,0,0,0,0,0,68180
2024-07-28,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Firearms,Aid Obstructed,Camp Resident,Male,Adult,0,0,1,0,0,0,0,0,0,0,0,75737
2024-07-25,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Artillery,Airstrike/Shelling,Camp Resident,Multiple,Adult,0,1,2,8,0,0,0,0,0,0,0,68476
2024-07-09,,Sudan,SDN,North Darfur,14.1,25.9,(2) 25 km Precision ,Abuja Ghareb Camp,NSA,Armed men,Firearms,None,Camp Resident,Female,Minor,0,0,0,0,0,0,0,0,0,0,0,68179
2024-07-05,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Armed group,Artillery,Airstrike/Shelling,Camp Resident,No Information,Minor,0,0,2,10,0,0,0,0,0,0,0,68149
2024-06-29,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Artillery,Airstrike/Shelling,Camp Resident,,Adult,0,1,3,24,0,0,0,0,0,0,0,56432
2024-06-28,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Shelling,Airstrike/Shelling,Camp Resident,,Adult,0,1,1,0,0,0,0,0,0,0,0,68873
2024-06-27,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Artillery,Airstrike/Shelling,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,1,0,0,0,0,0,0,0,0,0,60688
2024-06-19,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Unspecified Explosive,Targetted Attack on Camp,Camp Resident,,Adult,0,1,14,24,0,0,0,0,0,0,0,56431
2024-06-18,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Firearms,Targetted Attack on Camp,Camp Resident,No Information,Adult,0,0,5,26,0,0,0,0,0,0,0,56365
2024-06-18,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Artillery,Airstrike/Shelling,Aid Worker,Female,Adult,0,1,0,0,0,0,0,1,0,0,0,56398
2024-06-15,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,Multiple,"Rapid Support Forces, Sudanese Armed Forces",Firearms,Clashes In/Around Camp,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,0,0,0,0,0,0,0,0,0,0,61249
2024-06-08,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,No Information,NoInformation,Shelling,Airstrike/Shelling,"Health Worker , Camp Resident, Unspecified",No Information,Multiple,0,0,0,0,0,0,0,0,0,0,0,52537
2024-05-29,,Sudan,SDN,South Darfur State,12,25,(2) 25 km Precision ,Kalma Refugee Camp,No Information,"Unidentified, no further information available",Firearms,Aid Obstructed,Camp Resident,No Information,Adult,0,0,1,0,0,0,0,0,0,0,0,56002
2024-05-23,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,Multiple,"Rapid Support Forces, Sudanese Armed Forces",Firearms,Targetted Attack on Camp,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,1,0,0,0,0,0,0,0,0,0,54254
2024-05-22,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Firearms,Targetted Attack on Camp,Camp Resident,No Information,Adult,0,0,1,0,0,1,0,0,0,0,0,48544
2024-05-20,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Rapid Support Forces,Unspecified Explosive,Targetted Attack on Camp,Camp Resident,No Information,Adult,0,1,1,1,0,0,0,0,0,0,0,54093
2024-05-12,,Sudan,SDN,North Darfur State,13.6,25.3,"(3) District, Communicipality or Commune ",None,Multiple,"Rapid Support Forces, Sudanese Armed Forces",Firearms,Targetted Attack on Camp,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,0,0,0,0,0,0,0,0,0,0,48315
2024-05-12,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,No Information,"Unidentified, no further information available",Unspecified Explosive,Targetted Attack on Camp,Camp Resident,No Information,Adult,0,1,9,65,0,0,0,0,0,0,0,48511
2024-05-10,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,Multiple,"Rapid Support Forces, Sudanese Armed Forces",Shelling,Airstrike/Shelling,Camp Resident,Multiple,Multiple,0,1,9,45,0,0,0,0,0,0,0,54253
2024-05-04,,Sudan,SDN,South Darfur State,12.2,24.7,(2) 25 km Precision ,None,No Information,"Unidentified, no further information available",UXO,Targetted Attack on Camp,Camp Resident,No Information,Multiple,0,1,1,2,0,0,0,0,0,0,0,54090
2024-04-30,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Armed men,Firearms,Targetted Attack on Camp,Camp Resident,No Information,Adult,0,0,0,1,0,0,0,0,0,0,0,48207
2024-04-16,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,Multiple,"Rapid Support Forces, Sudanese Armed Forces",No Information on the Weapon Used,Targetted Attack on Camp,Camp Resident,No Information,Adult,0,0,1,3,0,0,0,0,0,0,0,47062
2024-04-14,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,NSA,Armed group,Artillery,Airstrike/Shelling,Camp Resident,No Information,Adult,0,1,1,0,0,0,0,0,0,0,0,47063
2024-04-14,,Sudan,SDN,North Darfur State,13.6,25.3,(2) 25 km Precision ,Abu Shouk Camp,No Information,"Unidentified, no further information available",Hand Grenade,Targetted Attack on Camp,Camp Resident,No Information,Adult,0,1,1,0,0,0,0,0,0,0,0,47089
2024-04-13,,Sudan,SDN,North Darfur State,13.4,25.3,(2) 25 km Precision ,Zamzam Camp,NSA,Rapid Support Forces,Firearms,Aid Obstructed,No Direct Victim Reported,No Direct Victim Reported,No Direct Victim Reported,0,0,0,0,0,0,0,0,0,0,0,76924
2024-04-04,,Sudan,SDN,Central Darfur State,11.1,22.9,(2) 25 km Precision ,Not Applicable,NSA,Armed men,Firearms,Violence Against Aid Operator,Aid Worker,Male,Adult,0,0,0,0,0,0,0,0,1,0,0,46334
